Table:uint8,RecordID:uint32,MaskIndex:uint8,Mask:blob,Comment:string
0,15200,1,0x00000004,SkillLineAbility Spell 34486 (Skill 163)
0,15201,1,0x00000004,SkillLineAbility Spell 34487 (Skill 163)
0,15202,1,0x00000004,SkillLineAbility Spell 34488 (Skill 163)
0,15203,1,0x00000004,SkillLineAbility Spell 34489 (Skill 163)
0,15204,1,0x00000004,SkillLineAbility Spell 34490 (Skill 163)
0,15315,1,0x00000004,SkillLineAbility Spell 34948 (Skill 163)
0,15316,1,0x00000004,SkillLineAbility Spell 34949 (Skill 163)
0,15317,1,0x00000004,SkillLineAbility Spell 34950 (Skill 163)
0,15318,1,0x00000004,SkillLineAbility Spell 34954 (Skill 163)
0,15357,1,0x00000004,SkillLineAbility Spell 35098 (Skill 163)
0,15358,1,0x00000004,SkillLineAbility Spell 35099 (Skill 163)
0,15359,1,0x00000004,SkillLineAbility Spell 35100 (Skill 163)
0,15360,1,0x00000004,SkillLineAbility Spell 35102 (Skill 163)
0,15361,1,0x00000004,SkillLineAbility Spell 35103 (Skill 163)
0,15362,1,0x00000004,SkillLineAbility Spell 35101 (Skill 163)
0,15363,1,0x00000004,SkillLineAbility Spell 35104 (Skill 163)
0,15364,1,0x00000004,SkillLineAbility Spell 35110 (Skill 163)
0,15365,1,0x00000004,SkillLineAbility Spell 35111 (Skill 163)
0,15649,1,0x00000004,SkillLineAbility Spell 19801 (Skill 163)
0,15981,1,0x00000004,SkillLineAbility Spell 42243 (Skill 163)
0,15982,1,0x00000004,SkillLineAbility Spell 42244 (Skill 163)
0,15983,1,0x00000004,SkillLineAbility Spell 42245 (Skill 163)
0,15984,1,0x00000004,SkillLineAbility Spell 42234 (Skill 163)
0,16793,1,0x00000004,SkillLineAbility Spell 49000 (Skill 163)
0,16794,1,0x00000004,SkillLineAbility Spell 49001 (Skill 163)
0,16825,1,0x00000004,SkillLineAbility Spell 49044 (Skill 163)
0,16826,1,0x00000004,SkillLineAbility Spell 49045 (Skill 163)
0,16828,1,0x00000004,SkillLineAbility Spell 49047 (Skill 163)
0,16829,1,0x00000004,SkillLineAbility Spell 49048 (Skill 163)
0,16830,1,0x00000004,SkillLineAbility Spell 49049 (Skill 163)
0,16831,1,0x00000004,SkillLineAbility Spell 49050 (Skill 163)
0,16832,1,0x00000004,SkillLineAbility Spell 49051 (Skill 163)
0,16833,1,0x00000004,SkillLineAbility Spell 49052 (Skill 163)
0,18032,1,0x00000004,SkillLineAbility Spell 53338 (Skill 163)
0,19639,1,0x00000004,SkillLineAbility Spell 56641 (Skill 163)
0,20406,1,0x00000004,SkillLineAbility Spell 61005 (Skill 163)
0,20407,1,0x00000004,SkillLineAbility Spell 61006 (Skill 163)
0,3213,1,0x00000067,SkillLineAbility Spell 197 (Skill 172)
0,1387,1,0x000005DD,SkillLineAbility Spell 1180 (Skill 173)
0,13820,1,0x00000400,SkillLineAbility Spell 27764 (Skill 183)
0,13821,1,0x00000002,SkillLineAbility Spell 27762 (Skill 183)
0,13822,1,0x00000040,SkillLineAbility Spell 27763 (Skill 183)
0,15148,1,0x00000004,SkillLineAbility Spell 34082 (Skill 183)
0,17893,1,0x00000020,SkillLineAbility Spell 52665 (Skill 183)
0,20867,0,0x00000FFF,SkillLineAbility Spell 63645 (Skill 183)
0,20867,1,0x000005FF,SkillLineAbility Spell 63645 (Skill 183)
0,20868,0,0x00000FFF,SkillLineAbility Spell 63644 (Skill 183)
0,20868,1,0x000005FF,SkillLineAbility Spell 63644 (Skill 183)
0,6496,1,0x00000002,SkillLineAbility Spell 7294 (Skill 184)
0,6497,1,0x00000002,SkillLineAbility Spell 10298 (Skill 184)
0,6498,1,0x00000002,SkillLineAbility Spell 10299 (Skill 184)
0,6499,1,0x00000002,SkillLineAbility Spell 10300 (Skill 184)
0,6500,1,0x00000002,SkillLineAbility Spell 10301 (Skill 184)
0,11216,1,0x00000002,SkillLineAbility Spell 19740 (Skill 184)
0,11217,1,0x00000002,SkillLineAbility Spell 19834 (Skill 184)
0,11218,1,0x00000002,SkillLineAbility Spell 19835 (Skill 184)
0,11219,1,0x00000002,SkillLineAbility Spell 19836 (Skill 184)
0,11220,1,0x00000002,SkillLineAbility Spell 19837 (Skill 184)
0,11221,1,0x00000002,SkillLineAbility Spell 19838 (Skill 184)
0,11549,1,0x00000002,SkillLineAbility Spell 20271 (Skill 184)
0,13231,1,0x00000002,SkillLineAbility Spell 25291 (Skill 184)
0,13369,1,0x00000002,SkillLineAbility Spell 25782 (Skill 184)
0,13372,1,0x00000002,SkillLineAbility Spell 25916 (Skill 184)
0,13376,1,0x00000002,SkillLineAbility Spell 25956 (Skill 184)
0,13377,1,0x00000002,SkillLineAbility Spell 25957 (Skill 184)
0,13378,1,0x00000002,SkillLineAbility Spell 25997 (Skill 184)
0,13379,1,0x00000002,SkillLineAbility Spell 9799 (Skill 184)
0,13380,1,0x00000002,SkillLineAbility Spell 25988 (Skill 184)
0,13382,1,0x00000002,SkillLineAbility Spell 9452 (Skill 184)
0,13383,1,0x00000002,SkillLineAbility Spell 26016 (Skill 184)
0,13385,1,0x00000002,SkillLineAbility Spell 26022 (Skill 184)
0,13386,1,0x00000002,SkillLineAbility Spell 26023 (Skill 184)
0,13387,1,0x00000002,SkillLineAbility Spell 67 (Skill 184)
0,13388,1,0x00000002,SkillLineAbility Spell 26017 (Skill 184)
0,13454,1,0x00000002,SkillLineAbility Spell 20066 (Skill 184)
0,13691,1,0x00000002,SkillLineAbility Spell 27140 (Skill 184)
0,13692,1,0x00000002,SkillLineAbility Spell 27141 (Skill 184)
0,13702,1,0x00000002,SkillLineAbility Spell 27150 (Skill 184)
0,14760,1,0x00000002,SkillLineAbility Spell 31884 (Skill 184)
0,14761,1,0x00000002,SkillLineAbility Spell 31879 (Skill 184)
0,14762,1,0x00000002,SkillLineAbility Spell 31880 (Skill 184)
0,14763,1,0x00000002,SkillLineAbility Spell 31881 (Skill 184)
0,14766,1,0x00000002,SkillLineAbility Spell 31876 (Skill 184)
0,14767,1,0x00000002,SkillLineAbility Spell 31877 (Skill 184)
0,14768,1,0x00000002,SkillLineAbility Spell 31878 (Skill 184)
0,14769,1,0x00000002,SkillLineAbility Spell 31871 (Skill 184)
0,14770,1,0x00000002,SkillLineAbility Spell 31872 (Skill 184)
0,14774,1,0x00000002,SkillLineAbility Spell 31869 (Skill 184)
0,14776,1,0x00000002,SkillLineAbility Spell 31866 (Skill 184)
0,14777,1,0x00000002,SkillLineAbility Spell 31867 (Skill 184)
0,14778,1,0x00000002,SkillLineAbility Spell 31868 (Skill 184)
0,14779,0,0x00000405,SkillLineAbility Spell 31801 (Skill 184)
0,14779,1,0x00000002,SkillLineAbility Spell 31801 (Skill 184)
0,14783,1,0x00000002,SkillLineAbility Spell 32043 (Skill 184)
0,14784,0,0x00000200,SkillLineAbility Spell 31898 (Skill 184)
0,14784,1,0x00000002,SkillLineAbility Spell 31898 (Skill 184)
0,14787,0,0x00000405,SkillLineAbility Spell 31803 (Skill 184)
0,14787,1,0x00000002,SkillLineAbility Spell 31803 (Skill 184)
0,14788,0,0x00000405,SkillLineAbility Spell 31804 (Skill 184)
0,14788,1,0x00000002,SkillLineAbility Spell 31804 (Skill 184)
0,14808,1,0x00000002,SkillLineAbility Spell 32223 (Skill 184)
0,15493,1,0x00000002,SkillLineAbility Spell 35395 (Skill 184)
0,15494,1,0x00000002,SkillLineAbility Spell 35396 (Skill 184)
0,15495,1,0x00000002,SkillLineAbility Spell 35397 (Skill 184)
0,16628,1,0x00000002,SkillLineAbility Spell 24275 (Skill 184)
0,16629,1,0x00000002,SkillLineAbility Spell 24274 (Skill 184)
0,16630,1,0x00000002,SkillLineAbility Spell 24239 (Skill 184)
0,16631,1,0x00000002,SkillLineAbility Spell 27180 (Skill 184)
0,16708,1,0x00000002,SkillLineAbility Spell 48805 (Skill 184)
0,16709,1,0x00000002,SkillLineAbility Spell 48806 (Skill 184)
0,16753,1,0x00000002,SkillLineAbility Spell 48931 (Skill 184)
0,16754,1,0x00000002,SkillLineAbility Spell 48932 (Skill 184)
0,16755,1,0x00000002,SkillLineAbility Spell 48933 (Skill 184)
0,16756,1,0x00000002,SkillLineAbility Spell 48934 (Skill 184)
0,18097,1,0x00000002,SkillLineAbility Spell 53375 (Skill 184)
0,18098,1,0x00000002,SkillLineAbility Spell 53376 (Skill 184)
0,18101,1,0x00000002,SkillLineAbility Spell 53379 (Skill 184)
0,18103,1,0x00000002,SkillLineAbility Spell 53380 (Skill 184)
0,18104,1,0x00000002,SkillLineAbility Spell 53381 (Skill 184)
0,18105,1,0x00000002,SkillLineAbility Spell 53382 (Skill 184)
0,18109,1,0x00000002,SkillLineAbility Spell 53385 (Skill 184)
0,18112,1,0x00000002,SkillLineAbility Spell 53407 (Skill 184)
0,18113,1,0x00000002,SkillLineAbility Spell 53408 (Skill 184)
0,18145,1,0x00000002,SkillLineAbility Spell 53484 (Skill 184)
0,18149,1,0x00000002,SkillLineAbility Spell 53486 (Skill 184)
0,18150,1,0x00000002,SkillLineAbility Spell 53488 (Skill 184)
0,18151,1,0x00000002,SkillLineAbility Spell 53489 (Skill 184)
0,18157,1,0x00000002,SkillLineAbility Spell 53375 (Skill 184)
0,18158,1,0x00000002,SkillLineAbility Spell 53376 (Skill 184)
0,18159,1,0x00000002,SkillLineAbility Spell 53501 (Skill 184)
0,18160,1,0x00000002,SkillLineAbility Spell 53502 (Skill 184)
0,18161,1,0x00000002,SkillLineAbility Spell 53503 (Skill 184)
0,18264,1,0x00000002,SkillLineAbility Spell 53648 (Skill 184)
0,18299,0,0x00000405,SkillLineAbility Spell 53726 (Skill 184)
0,18299,1,0x00000002,SkillLineAbility Spell 53726 (Skill 184)
0,18308,0,0x00000200,SkillLineAbility Spell 53733 (Skill 184)
0,18308,1,0x00000002,SkillLineAbility Spell 53733 (Skill 184)
0,18311,0,0x00000200,SkillLineAbility Spell 53736 (Skill 184)
0,18311,1,0x00000002,SkillLineAbility Spell 53736 (Skill 184)
0,18314,0,0x00000200,SkillLineAbility Spell 53742 (Skill 184)
0,18314,1,0x00000002,SkillLineAbility Spell 53742 (Skill 184)
0,18510,1,0x00000002,SkillLineAbility Spell 54043 (Skill 184)
0,20154,1,0x00000002,SkillLineAbility Spell 20050 (Skill 184)
0,20155,1,0x00000002,SkillLineAbility Spell 20052 (Skill 184)
0,20156,1,0x00000002,SkillLineAbility Spell 20053 (Skill 184)
0,20191,1,0x00000002,SkillLineAbility Spell 59578 (Skill 184)
0,20243,1,0x00000002,SkillLineAbility Spell 60091 (Skill 184)
0,15833,1,0x00000023,SkillLineAbility Spell 40274 (Skill 202)
0,15850,1,0x00000002,SkillLineAbility Spell 41311 (Skill 202)
0,15851,1,0x00000023,SkillLineAbility Spell 41312 (Skill 202)
0,15852,1,0x00000044,SkillLineAbility Spell 41314 (Skill 202)
0,15853,1,0x00000040,SkillLineAbility Spell 41315 (Skill 202)
0,15854,1,0x00000040,SkillLineAbility Spell 41316 (Skill 202)
0,15855,1,0x00000408,SkillLineAbility Spell 41317 (Skill 202)
0,15856,1,0x00000400,SkillLineAbility Spell 41318 (Skill 202)
0,15857,1,0x00000400,SkillLineAbility Spell 41319 (Skill 202)
0,15858,1,0x00000190,SkillLineAbility Spell 41320 (Skill 202)
0,15859,1,0x00000010,SkillLineAbility Spell 41321 (Skill 202)
0,16248,1,0x00000190,SkillLineAbility Spell 46111 (Skill 202)
0,16249,1,0x00000023,SkillLineAbility Spell 46115 (Skill 202)
0,16250,1,0x00000400,SkillLineAbility Spell 46109 (Skill 202)
0,16251,1,0x00000002,SkillLineAbility Spell 46107 (Skill 202)
0,16252,1,0x00000040,SkillLineAbility Spell 46112 (Skill 202)
0,16253,1,0x00000023,SkillLineAbility Spell 46114 (Skill 202)
0,16254,1,0x00000010,SkillLineAbility Spell 46108 (Skill 202)
0,16255,1,0x00000040,SkillLineAbility Spell 46110 (Skill 202)
0,16256,1,0x00000408,SkillLineAbility Spell 46116 (Skill 202)
0,16257,1,0x00000044,SkillLineAbility Spell 46113 (Skill 202)
0,16258,1,0x00000400,SkillLineAbility Spell 46106 (Skill 202)
0,19559,1,0x00000190,SkillLineAbility Spell 56465 (Skill 202)
0,19576,1,0x00000023,SkillLineAbility Spell 56480 (Skill 202)
0,19588,1,0x00000408,SkillLineAbility Spell 56481 (Skill 202)
0,19589,1,0x00000044,SkillLineAbility Spell 56574 (Skill 202)
0,19590,1,0x00000023,SkillLineAbility Spell 56483 (Skill 202)
0,19591,1,0x00000190,SkillLineAbility Spell 56484 (Skill 202)
0,19592,1,0x00000400,SkillLineAbility Spell 56486 (Skill 202)
0,19593,1,0x00000040,SkillLineAbility Spell 56487 (Skill 202)
0,20289,0,0x0000044D,SkillLineAbility Spell 60867 (Skill 202)
0,20290,0,0x000002B2,SkillLineAbility Spell 60866 (Skill 202)
0,20653,1,0x00000408,SkillLineAbility Spell 61481 (Skill 202)
0,20654,1,0x00000044,SkillLineAbility Spell 61482 (Skill 202)
0,20655,1,0x00000023,SkillLineAbility Spell 61483 (Skill 202)
0,20759,1,0x00000002,SkillLineAbility Spell 62271 (Skill 202)
0,4347,0,0x00000010,SkillLineAbility Spell 5227 (Skill 220)
0,4350,0,0x00000010,SkillLineAbility Spell 7744 (Skill 220)
0,11713,0,0x00000010,SkillLineAbility Spell 20577 (Skill 220)
0,11714,0,0x00000010,SkillLineAbility Spell 20579 (Skill 220)
0,2929,1,0x0000000D,SkillLineAbility Spell 5011 (Skill 226)
0,15697,1,0x00000009,SkillLineAbility Spell 3018 (Skill 226)
0,2927,1,0x00000190,SkillLineAbility Spell 5009 (Skill 228)
0,2935,1,0x00000190,SkillLineAbility Spell 5019 (Skill 228)
0,2928,1,0x00000427,SkillLineAbility Spell 200 (Skill 229)
0,3248,1,0x00000080,SkillLineAbility Spell 5143 (Skill 237)
0,3249,1,0x00000080,SkillLineAbility Spell 5144 (Skill 237)
0,3250,1,0x00000080,SkillLineAbility Spell 5145 (Skill 237)
0,3255,1,0x00000080,SkillLineAbility Spell 1459 (Skill 237)
0,3256,1,0x00000080,SkillLineAbility Spell 1460 (Skill 237)
0,3257,1,0x00000080,SkillLineAbility Spell 1461 (Skill 237)
0,3258,1,0x00000080,SkillLineAbility Spell 2139 (Skill 237)
0,3267,1,0x00000080,SkillLineAbility Spell 475 (Skill 237)
0,3269,0,0x0000044D,SkillLineAbility Spell 3565 (Skill 237)
0,3269,1,0x00000080,SkillLineAbility Spell 3565 (Skill 237)
0,3270,0,0x0000044D,SkillLineAbility Spell 3562 (Skill 237)
0,3270,1,0x00000080,SkillLineAbility Spell 3562 (Skill 237)
0,3271,0,0x000002B2,SkillLineAbility Spell 3567 (Skill 237)
0,3271,1,0x00000080,SkillLineAbility Spell 3567 (Skill 237)
0,3272,0,0x0000044D,SkillLineAbility Spell 3561 (Skill 237)
0,3272,1,0x00000080,SkillLineAbility Spell 3561 (Skill 237)
0,3273,0,0x000002B2,SkillLineAbility Spell 3566 (Skill 237)
0,3273,1,0x00000080,SkillLineAbility Spell 3566 (Skill 237)
0,3274,0,0x000002B2,SkillLineAbility Spell 3563 (Skill 237)
0,3274,1,0x00000080,SkillLineAbility Spell 3563 (Skill 237)
0,4674,1,0x00000080,SkillLineAbility Spell 8416 (Skill 237)
0,4675,1,0x00000080,SkillLineAbility Spell 8417 (Skill 237)
0,4686,1,0x00000080,SkillLineAbility Spell 1449 (Skill 237)
0,4687,1,0x00000080,SkillLineAbility Spell 8437 (Skill 237)
0,4688,1,0x00000080,SkillLineAbility Spell 8438 (Skill 237)
0,4689,1,0x00000080,SkillLineAbility Spell 8439 (Skill 237)
0,4696,1,0x00000080,SkillLineAbility Spell 604 (Skill 237)
0,4697,1,0x00000080,SkillLineAbility Spell 8450 (Skill 237)
0,4698,1,0x00000080,SkillLineAbility Spell 8451 (Skill 237)
0,4699,1,0x00000080,SkillLineAbility Spell 1008 (Skill 237)
0,4700,1,0x00000080,SkillLineAbility Spell 8455 (Skill 237)
0,4702,1,0x00000080,SkillLineAbility Spell 1463 (Skill 237)
0,4717,1,0x00000080,SkillLineAbility Spell 8494 (Skill 237)
0,4719,1,0x00000080,SkillLineAbility Spell 8495 (Skill 237)
0,5437,1,0x00000080,SkillLineAbility Spell 10156 (Skill 237)
0,5438,1,0x00000080,SkillLineAbility Spell 10157 (Skill 237)
0,5444,1,0x00000080,SkillLineAbility Spell 10169 (Skill 237)
0,5445,1,0x00000080,SkillLineAbility Spell 10170 (Skill 237)
0,5446,1,0x00000080,SkillLineAbility Spell 10173 (Skill 237)
0,5447,1,0x00000080,SkillLineAbility Spell 10174 (Skill 237)
0,5457,1,0x00000080,SkillLineAbility Spell 10191 (Skill 237)
0,5458,1,0x00000080,SkillLineAbility Spell 10192 (Skill 237)
0,5459,1,0x00000080,SkillLineAbility Spell 10193 (Skill 237)
0,5462,1,0x00000080,SkillLineAbility Spell 10201 (Skill 237)
0,5463,1,0x00000080,SkillLineAbility Spell 10202 (Skill 237)
0,5467,1,0x00000080,SkillLineAbility Spell 10211 (Skill 237)
0,5468,1,0x00000080,SkillLineAbility Spell 10212 (Skill 237)
0,5726,1,0x00000080,SkillLineAbility Spell 130 (Skill 237)
0,5989,0,0x0000044D,SkillLineAbility Spell 11419 (Skill 237)
0,5989,1,0x00000080,SkillLineAbility Spell 11419 (Skill 237)
0,5990,0,0x0000044D,SkillLineAbility Spell 11416 (Skill 237)
0,5990,1,0x00000080,SkillLineAbility Spell 11416 (Skill 237)
0,5991,0,0x000002B2,SkillLineAbility Spell 11417 (Skill 237)
0,5991,1,0x00000080,SkillLineAbility Spell 11417 (Skill 237)
0,5992,0,0x0000044D,SkillLineAbility Spell 10059 (Skill 237)
0,5992,1,0x00000080,SkillLineAbility Spell 10059 (Skill 237)
0,5993,0,0x000002B2,SkillLineAbility Spell 11420 (Skill 237)
0,5993,1,0x00000080,SkillLineAbility Spell 11420 (Skill 237)
0,5994,0,0x000002B2,SkillLineAbility Spell 11418 (Skill 237)
0,5994,1,0x00000080,SkillLineAbility Spell 11418 (Skill 237)
0,6236,1,0x00000080,SkillLineAbility Spell 587 (Skill 237)
0,6237,1,0x00000080,SkillLineAbility Spell 597 (Skill 237)
0,6238,1,0x00000080,SkillLineAbility Spell 990 (Skill 237)
0,6239,1,0x00000080,SkillLineAbility Spell 6129 (Skill 237)
0,6240,1,0x00000080,SkillLineAbility Spell 10144 (Skill 237)
0,6241,1,0x00000080,SkillLineAbility Spell 10145 (Skill 237)
0,6242,1,0x00000080,SkillLineAbility Spell 759 (Skill 237)
0,6243,1,0x00000080,SkillLineAbility Spell 3552 (Skill 237)
0,6244,1,0x00000080,SkillLineAbility Spell 10053 (Skill 237)
0,6245,1,0x00000080,SkillLineAbility Spell 10054 (Skill 237)
0,6246,1,0x00000080,SkillLineAbility Spell 5504 (Skill 237)
0,6247,1,0x00000080,SkillLineAbility Spell 5505 (Skill 237)
0,6248,1,0x00000080,SkillLineAbility Spell 5506 (Skill 237)
0,6249,1,0x00000080,SkillLineAbility Spell 6127 (Skill 237)
0,6250,1,0x00000080,SkillLineAbility Spell 10138 (Skill 237)
0,6251,1,0x00000080,SkillLineAbility Spell 10139 (Skill 237)
0,6833,1,0x00000080,SkillLineAbility Spell 11210 (Skill 237)
0,6834,1,0x00000080,SkillLineAbility Spell 12592 (Skill 237)
0,6990,1,0x00000080,SkillLineAbility Spell 12824 (Skill 237)
0,6992,1,0x00000080,SkillLineAbility Spell 12826 (Skill 237)
0,7031,1,0x00000080,SkillLineAbility Spell 1953 (Skill 237)
0,7182,1,0x00000080,SkillLineAbility Spell 118 (Skill 237)
0,7184,1,0x00000080,SkillLineAbility Spell 12825 (Skill 237)
0,12316,1,0x00000080,SkillLineAbility Spell 6117 (Skill 237)
0,12317,1,0x00000080,SkillLineAbility Spell 22782 (Skill 237)
0,12318,1,0x00000080,SkillLineAbility Spell 22783 (Skill 237)
0,12330,1,0x00000080,SkillLineAbility Spell 10140 (Skill 237)
0,12397,1,0x00000080,SkillLineAbility Spell 23028 (Skill 237)
0,13246,1,0x00000080,SkillLineAbility Spell 25345 (Skill 237)
0,13652,1,0x00000080,SkillLineAbility Spell 27075 (Skill 237)
0,13653,1,0x00000080,SkillLineAbility Spell 27082 (Skill 237)
0,13654,1,0x00000080,SkillLineAbility Spell 27080 (Skill 237)
0,13655,1,0x00000080,SkillLineAbility Spell 27090 (Skill 237)
0,13657,1,0x00000080,SkillLineAbility Spell 27101 (Skill 237)
0,13658,1,0x00000080,SkillLineAbility Spell 27126 (Skill 237)
0,13659,1,0x00000080,SkillLineAbility Spell 27127 (Skill 237)
0,13661,1,0x00000080,SkillLineAbility Spell 27130 (Skill 237)
0,13662,1,0x00000080,SkillLineAbility Spell 27131 (Skill 237)
0,13663,1,0x00000080,SkillLineAbility Spell 27125 (Skill 237)
0,13926,1,0x00000080,SkillLineAbility Spell 28271 (Skill 237)
0,13927,1,0x00000080,SkillLineAbility Spell 28272 (Skill 237)
0,13953,1,0x00000080,SkillLineAbility Spell 28574 (Skill 237)
0,14006,1,0x00000080,SkillLineAbility Spell 28612 (Skill 237)
0,14130,1,0x00000080,SkillLineAbility Spell 29441 (Skill 237)
0,14131,1,0x00000080,SkillLineAbility Spell 29444 (Skill 237)
0,14135,1,0x00000080,SkillLineAbility Spell 29442 (Skill 237)
0,14386,1,0x00000080,SkillLineAbility Spell 30451 (Skill 237)
0,14646,1,0x00000080,SkillLineAbility Spell 31589 (Skill 237)
0,14647,1,0x00000080,SkillLineAbility Spell 31584 (Skill 237)
0,14648,1,0x00000080,SkillLineAbility Spell 31585 (Skill 237)
0,14649,1,0x00000080,SkillLineAbility Spell 31586 (Skill 237)
0,14650,1,0x00000080,SkillLineAbility Spell 31587 (Skill 237)
0,14651,1,0x00000080,SkillLineAbility Spell 31588 (Skill 237)
0,14652,1,0x00000080,SkillLineAbility Spell 31579 (Skill 237)
0,14653,1,0x00000080,SkillLineAbility Spell 31582 (Skill 237)
0,14654,1,0x00000080,SkillLineAbility Spell 31583 (Skill 237)
0,14655,1,0x00000080,SkillLineAbility Spell 31574 (Skill 237)
0,14656,1,0x00000080,SkillLineAbility Spell 31575 (Skill 237)
0,14660,1,0x00000080,SkillLineAbility Spell 31571 (Skill 237)
0,14661,1,0x00000080,SkillLineAbility Spell 31572 (Skill 237)
0,14664,1,0x00000080,SkillLineAbility Spell 31569 (Skill 237)
0,14665,1,0x00000080,SkillLineAbility Spell 31570 (Skill 237)
0,14815,0,0x0000044D,SkillLineAbility Spell 32271 (Skill 237)
0,14815,1,0x00000080,SkillLineAbility Spell 32271 (Skill 237)
0,14816,0,0x000002B2,SkillLineAbility Spell 32272 (Skill 237)
0,14816,1,0x00000080,SkillLineAbility Spell 32272 (Skill 237)
0,14817,0,0x0000044D,SkillLineAbility Spell 32266 (Skill 237)
0,14817,1,0x00000080,SkillLineAbility Spell 32266 (Skill 237)
0,14818,0,0x000002B2,SkillLineAbility Spell 32267 (Skill 237)
0,14818,1,0x00000080,SkillLineAbility Spell 32267 (Skill 237)
0,15039,1,0x00000080,SkillLineAbility Spell 33717 (Skill 237)
0,15040,0,0x0000044D,SkillLineAbility Spell 33690 (Skill 237)
0,15040,1,0x00000080,SkillLineAbility Spell 33690 (Skill 237)
0,15041,0,0x0000044D,SkillLineAbility Spell 33691 (Skill 237)
0,15041,1,0x00000080,SkillLineAbility Spell 33691 (Skill 237)
0,15117,1,0x00000080,SkillLineAbility Spell 33944 (Skill 237)
0,15118,1,0x00000080,SkillLineAbility Spell 33946 (Skill 237)
0,15521,1,0x00000080,SkillLineAbility Spell 35578 (Skill 237)
0,15522,1,0x00000080,SkillLineAbility Spell 35581 (Skill 237)
0,15606,0,0x000002B2,SkillLineAbility Spell 35715 (Skill 237)
0,15606,1,0x00000080,SkillLineAbility Spell 35715 (Skill 237)
0,15607,0,0x000002B2,SkillLineAbility Spell 35717 (Skill 237)
0,15607,1,0x00000080,SkillLineAbility Spell 35717 (Skill 237)
0,15705,1,0x00000080,SkillLineAbility Spell 37420 (Skill 237)
0,15729,1,0x00000080,SkillLineAbility Spell 38699 (Skill 237)
0,15730,1,0x00000080,SkillLineAbility Spell 38704 (Skill 237)
0,15905,1,0x00000080,SkillLineAbility Spell 42843 (Skill 237)
0,15906,1,0x00000080,SkillLineAbility Spell 42846 (Skill 237)
0,15919,1,0x00000080,SkillLineAbility Spell 42894 (Skill 237)
0,15920,1,0x00000080,SkillLineAbility Spell 42896 (Skill 237)
0,15921,1,0x00000080,SkillLineAbility Spell 42897 (Skill 237)
0,15925,1,0x00000080,SkillLineAbility Spell 42920 (Skill 237)
0,15926,1,0x00000080,SkillLineAbility Spell 42921 (Skill 237)
0,15946,1,0x00000080,SkillLineAbility Spell 42955 (Skill 237)
0,15947,1,0x00000080,SkillLineAbility Spell 42956 (Skill 237)
0,15953,1,0x00000080,SkillLineAbility Spell 42985 (Skill 237)
0,15954,1,0x00000080,SkillLineAbility Spell 42995 (Skill 237)
0,15955,1,0x00000080,SkillLineAbility Spell 43002 (Skill 237)
0,15959,1,0x00000080,SkillLineAbility Spell 43015 (Skill 237)
0,15960,1,0x00000080,SkillLineAbility Spell 43017 (Skill 237)
0,15961,1,0x00000080,SkillLineAbility Spell 43023 (Skill 237)
0,15962,1,0x00000080,SkillLineAbility Spell 43024 (Skill 237)
0,15963,1,0x00000080,SkillLineAbility Spell 43019 (Skill 237)
0,15964,1,0x00000080,SkillLineAbility Spell 43020 (Skill 237)
0,16019,1,0x00000080,SkillLineAbility Spell 43987 (Skill 237)
0,16030,1,0x00000080,SkillLineAbility Spell 44378 (Skill 237)
0,16031,1,0x00000080,SkillLineAbility Spell 44379 (Skill 237)
0,16035,1,0x00000080,SkillLineAbility Spell 44394 (Skill 237)
0,16036,1,0x00000080,SkillLineAbility Spell 44395 (Skill 237)
0,16037,1,0x00000080,SkillLineAbility Spell 44396 (Skill 237)
0,16038,1,0x00000080,SkillLineAbility Spell 44397 (Skill 237)
0,16039,1,0x00000080,SkillLineAbility Spell 44398 (Skill 237)
0,16040,1,0x00000080,SkillLineAbility Spell 44399 (Skill 237)
0,16041,1,0x00000080,SkillLineAbility Spell 44400 (Skill 237)
0,16042,1,0x00000080,SkillLineAbility Spell 44402 (Skill 237)
0,16043,1,0x00000080,SkillLineAbility Spell 44403 (Skill 237)
0,16047,1,0x00000080,SkillLineAbility Spell 44413 (Skill 237)
0,16051,1,0x00000080,SkillLineAbility Spell 44425 (Skill 237)
0,16146,1,0x00000080,SkillLineAbility Spell 44780 (Skill 237)
0,16147,1,0x00000080,SkillLineAbility Spell 44781 (Skill 237)
0,16999,0,0x0000044D,SkillLineAbility Spell 49359 (Skill 237)
0,16999,1,0x00000080,SkillLineAbility Spell 49359 (Skill 237)
0,17000,0,0x000002B2,SkillLineAbility Spell 49358 (Skill 237)
0,17000,1,0x00000080,SkillLineAbility Spell 49358 (Skill 237)
0,17003,0,0x000002B2,SkillLineAbility Spell 49361 (Skill 237)
0,17003,1,0x00000080,SkillLineAbility Spell 49361 (Skill 237)
0,17004,0,0x0000044D,SkillLineAbility Spell 49360 (Skill 237)
0,17004,1,0x00000080,SkillLineAbility Spell 49360 (Skill 237)
0,18007,1,0x00000080,SkillLineAbility Spell 53140 (Skill 237)
0,18008,1,0x00000080,SkillLineAbility Spell 53142 (Skill 237)
0,18538,1,0x00000080,SkillLineAbility Spell 54354 (Skill 237)
0,18890,1,0x00000080,SkillLineAbility Spell 44404 (Skill 237)
0,18891,1,0x00000080,SkillLineAbility Spell 44401 (Skill 237)
0,18892,1,0x00000080,SkillLineAbility Spell 54486 (Skill 237)
0,18893,1,0x00000080,SkillLineAbility Spell 54488 (Skill 237)
